feature,importance
channel_mean_likes_log,0.8382066456750158
title_upper_ratio,0.03007965990610174
title_len,0.025367590989756557
tag_count,0.024511392597074872
publish_hour,0.02200528965869014
title_word_count,0.015279034674273623
ratings_disabled,0.014539255945705626
publish_dow,0.013210907955324782
category_id,0.012396522955793248
title_has_question,0.0018216201429663314
title_has_excl,0.001784574156814216
comments_disabled,0.0007975053424830465
