feature,importance
channel_mean_likes_log,0.2858685014755324
title_upper_ratio,0.037993893150490565
tag_count,0.033449817724321644
title_len,0.03324049215464869
publish_hour,0.02482441290520646
title_word_count,0.022994605524867328
category_id,0.02163144548778605
publish_dow,0.018360822529121683
title_has_excl,0.004179206773032764
title_has_question,0.003167687190152054
comments_disabled,0.001740822207400231
ratings_disabled,0.0010872638357648044
