,accuracy,accuracy,accuracy,adj1,adj1,adj1,macroF1,macroF1,macroF1,低_f1,低_f1,低_f1,newch_acc,newch_acc,newch_acc,newch_rho,newch_rho,newch_rho
,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max
config,,,,,,,,,,,,,,,,,,
DAN_content_tt,0.419,0.3,0.489,0.83,0.775,0.876,0.409,0.288,0.495,0.387,0.222,0.556,0.377,0.31,0.426,0.269,0.221,0.352
DAN_content_ttd,0.418,0.25,0.481,0.854,0.8,0.873,0.41,0.237,0.467,0.399,0.182,0.565,0.357,0.298,0.435,0.321,0.169,0.444
DAN_full_ttd,0.44,0.275,0.529,0.872,0.789,0.913,0.412,0.22,0.533,0.327,0.0,0.562,0.306,0.228,0.346,0.225,0.05,0.286
RF_content_tt,0.441,0.375,0.492,0.849,0.792,0.9,0.427,0.349,0.497,0.409,0.182,0.603,0.371,0.323,0.468,0.332,0.265,0.425
