video_id,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20
0-7wMD5ISIs,0.20975101,-0.018867735,-0.07833932,-0.11614402,0.075785235,-0.10435043,0.22814684,0.06133332,0.19296198,-4.643202e-05,-0.14050668,-0.08157163,-0.1223803,-0.062186982,-0.03736547,-0.0980256,0.035994355,-0.028673697,-0.19136992,-0.2718011
2X9eJF1nLiY,0.19845483,0.040947497,-0.1950989,0.091947705,0.081310086,0.094914354,0.033255696,0.022084292,0.104343064,-0.037993424,-0.03266234,0.076900996,0.026491027,0.014002928,0.05764191,0.0015525986,-0.07511099,-0.030525923,0.009649886,0.08159226
LS5ZSkHUqBQ,-0.08980508,-0.32975596,-0.20021825,-0.19537967,-0.030397724,0.07388784,0.0959072,0.09585561,-0.06159392,0.038961,-0.016410008,-0.026467541,0.01553807,-0.18857723,0.10725632,0.014300119,0.105602145,0.12099458,0.071279876,0.02184611
Yb2YuC7UbwI,0.22226644,0.051622182,-0.035316397,0.15384528,0.057889264,0.14550759,-0.043242633,0.0039663613,-0.020167768,-0.08069121,-0.0024177209,-0.039544217,-0.11500363,-0.0900433,0.008704908,-0.06337403,-0.02562413,-0.057279598,0.035016958,-0.09732616
-TQpVg4vcrk,-0.13809487,0.09863271,0.056703143,0.16883668,-0.14606857,-0.23801139,0.02476608,0.041469198,0.09384149,-0.04498576,0.14403488,0.01272458,-0.06633252,0.06272515,-0.1164113,0.03521979,0.0014096843,-0.0036432827,-0.13682911,0.010144299
R9OHn5ZF4Uo,0.17374623,0.0075672828,-0.02700983,0.14243746,0.050296,0.11343748,-0.14493433,-0.13974217,0.07398261,-0.010120392,-0.011724446,0.13810803,0.009913132,0.019825052,0.075170785,0.047816135,-0.19526735,-0.03501313,0.12441776,0.009058656
8jp3SxojXpU,0.17333962,-0.14942835,-0.009523244,0.19419262,0.04194553,0.10486432,0.14184833,0.13692163,0.09645398,-0.011259288,-0.24618542,-0.0927587,-0.08647797,-0.10090326,0.06140481,-0.016364483,0.12097143,-0.07098239,-0.04490305,-0.0008320031
JJgiKhhpGvQ,0.16257134,-0.12823308,-0.016550032,-0.048916638,-0.042947795,0.014501542,0.07082171,0.05581501,0.16900764,-0.038586695,0.11177875,0.08775674,-0.21987163,0.1553228,-0.30970645,-0.14754918,0.025065307,0.10244734,-0.0055401037,-0.06276037
fRcmFr9cE5M,0.23519516,0.020701632,0.06505535,0.071351156,0.21938032,-0.2511007,0.25153565,0.15723965,0.023990897,-0.07718171,0.016134337,-0.1685074,0.06215578,0.035031524,-0.07415573,-0.03656012,-0.16972165,0.050050057,-0.09158723,-0.20714374
p1af9PKM8Eo,-0.28059787,0.24746418,-0.27274036,0.044965215,0.04211368,0.052340448,0.11713867,-0.041051615,-0.040872127,-0.079979844,-0.1260105,0.09898244,-0.026103133,-0.05947172,-0.06388928,-0.098877676,-0.09865827,0.09984475,-0.15785237,0.025450649
wHedpg7buow,0.15472035,-0.2155495,0.23370981,0.13456921,0.12429634,-0.0013078228,0.08223078,0.21359323,-0.02493328,-0.007537581,-0.0811876,0.14790803,0.19288272,0.09545091,-0.062587224,-0.005170023,-0.032309588,0.0018371288,0.06574909,-0.01581982
Bn02bclCu5A,-0.0057254285,-0.3308957,0.14092019,-0.12662873,0.15319371,-0.06513758,-0.138604,-0.05354427,-0.028891739,-0.15723044,0.09295939,0.04480894,0.08572163,0.07365767,0.08585544,0.061665833,-0.069770224,0.09711516,0.07762185,-0.035604775
nzO5ViO_y8Y,0.19808461,0.027898226,-0.008862351,-0.08686058,-0.05751069,0.21757525,-0.13658775,-0.113152385,0.066312194,0.045333333,-0.06997346,0.027795853,-0.09729882,-0.0015216474,-0.053880222,-0.09743538,-0.22021915,0.006046989,0.15567361,0.038617413
voozHXadYYE,0.2037429,-0.088090114,-0.04003998,0.01817029,-0.011668175,0.16885023,-0.007646799,0.047135904,0.10329624,-0.086948626,-0.023965992,0.008894891,-0.16609131,0.06138529,-0.013365583,0.04393366,-0.081883,-0.08014307,0.106291726,0.11650065
1-BhcMdxfjI,0.014637113,0.0138062425,0.16907173,-0.07982917,0.11696366,-0.09912291,0.0036579482,0.051937237,-0.1806914,-0.014196038,0.018293567,-0.09772393,-0.06573708,-0.087325335,0.03589429,0.077332936,0.009562901,0.016851788,0.20788814,0.07469514
JRAOdRq-1lw,0.098674536,-0.2272641,0.04244724,-0.069929644,0.22494152,-0.052046895,-0.13278857,-0.15710318,-0.0941447,-0.19652194,-0.09315555,-0.0060811425,0.14317177,0.033629272,-0.12052002,-0.02120511,-0.04594624,0.015485788,0.0022407304,-0.023168001
VH-DA0YgHHU,-0.30641323,0.094507985,0.009647867,0.017109588,0.01726215,-0.25793937,0.047839575,0.033337805,0.060624175,-0.010897718,-0.10132907,-0.13490894,-0.18904383,0.105578944,0.06045901,0.122699805,0.023411613,-0.038067646,-0.114609756,-0.15443727
x7sagGvoRI0,0.11911425,0.0031506661,-0.050893165,0.11399468,-0.07037136,0.19284016,0.10847198,0.17603186,-0.019798731,-0.04319851,-0.03432882,0.08700649,-0.06983855,0.05778078,0.06996078,0.13217491,0.054026887,0.072988,-0.0002827486,0.07983528
ZWllUdFLzXU,0.010102227,-0.14684834,0.048826054,0.1836048,-0.11195194,-0.10268812,0.03384455,0.04361391,0.08156095,0.074638,0.042111747,-0.28912073,0.045840573,-0.13674715,-0.003349524,-0.13226259,0.0112022525,0.026545003,-0.010345063,0.009759549
mwiKZ4qmRnQ,0.18610151,0.19942468,-0.15725733,0.06361939,-0.07324309,-0.20615792,-0.13480283,0.10142103,-0.04847251,-0.07420571,0.07665031,0.028451024,-0.012347277,0.0446497,-0.06051501,0.07715056,0.020310037,-0.11924128,0.08493829,0.058108564
D2UE_Gw7XpI,0.14275049,0.087127,-0.16727117,-0.08216259,0.2077559,0.11004677,0.05407631,0.064019606,-0.04719457,0.16805038,0.1625321,-0.105586104,-0.20253097,0.019707333,0.22609709,-0.025042502,-0.024571609,0.026700746,-0.05765104,-0.12126705
15nf2EBBNu0,0.20599517,-0.0815417,-0.2650833,-0.009913191,0.060266897,0.013249934,0.049164042,-0.18861195,0.16014099,-0.09695816,-0.09811042,-0.018078465,-0.022780031,0.019086955,0.050941147,0.033383626,-0.047065374,-0.10356128,-0.090608954,-0.043659717
IywiodrtyfM,-0.13198602,0.09935926,-0.119017825,0.0181363,0.0149197,-0.29804206,0.073132016,0.20385355,0.14034937,0.11126127,0.016758904,-0.058039807,0.031387646,0.1753249,-0.19490051,-0.15289828,-0.08641951,0.08754406,0.010341146,-0.039843872
zFuOksI6AVg,-0.036141574,-0.20208456,-0.09121174,-0.19159815,0.14123169,0.051763635,-0.12384643,-0.07423042,-0.07395261,-0.14222763,-0.07640621,0.05994223,0.04136939,-0.05142995,0.010330295,-0.19344644,0.06995931,-0.11465889,0.12271155,-0.0100167645
o495cZqcvAQ,0.16459657,-0.11618181,-0.02980266,0.16032672,-0.016409928,0.048523344,0.16354933,0.114941135,0.119873665,0.005349219,-0.22639216,-0.071058124,-0.08919057,-0.07985022,0.072612196,-0.0003089793,0.05431606,0.0455849,0.046247795,0.011960322
K5x_3QzLY0U,0.20145921,-0.0044659935,-0.038962822,-0.081812546,0.0659157,0.19278802,-0.12931408,-0.030904476,0.06844944,0.11639572,0.0639576,0.041730933,0.02119365,0.10561752,-0.038749266,-0.2094836,-0.016219774,-0.076399304,0.0021205693,0.06912467
4Cc-U8uhXYk,0.05873257,0.24568504,0.07076409,-0.14522168,-0.120965205,0.14204791,0.026737079,-0.20213078,-2.771616e-05,-0.083733015,0.013961203,-0.13341734,0.13235682,-0.024990521,-0.16609827,0.06627857,-0.04290343,-0.057410065,-0.012879523,0.17619072
5-l84AgchWA,0.22096129,0.02650427,-0.10584535,-0.117381915,-0.0856279,0.11402792,0.03288614,-0.027477186,0.12576766,-0.11278878,-0.0839681,-0.10195053,-0.10867828,-0.04524796,-0.07086075,0.008558143,0.1346301,0.19771682,-0.08494367,-0.05391506
C5jcZGcMdaI,-0.2631833,-0.28509057,-0.10854164,-0.24311298,-0.05572661,0.05832599,-0.030722104,0.03909035,-0.030484851,0.03254173,0.0231653,-0.051734634,-0.03879971,-0.08392918,0.026474977,-0.10842564,-0.086113915,0.06575574,-0.10216659,0.035217356
cv8VhlIw6Qc,0.13625859,-0.05929644,-0.02428369,0.13045307,0.048696674,0.021182694,0.05337876,0.068984546,0.015202949,-0.036945663,-0.054759346,-0.18609324,-0.03492042,0.13488863,0.025714299,-0.054111496,-0.045211565,0.014719932,0.058402926,0.0021969061
mN-rI2I0HaQ,0.056632377,0.32549727,0.14375423,-0.43899325,-0.0914613,0.10392569,0.00982929,-0.035815176,0.02843638,-0.02526173,-0.03681156,-0.10523319,0.11482765,0.0333341,-0.10255281,0.09744383,0.03212886,-0.11380929,0.03248882,-0.050032258
KcFQfFB5LDA,0.11198805,0.064313054,-0.080132976,0.0768813,0.04904403,-0.062095433,0.20591947,-0.17519212,0.07508502,0.010720581,-0.06331061,0.1529265,0.15774614,0.007102426,0.06819707,-0.013659155,0.08448874,0.069929354,0.09425922,0.08643291
FfSXmbAGl8A,-0.31211105,0.053676628,-0.17804685,0.17911139,0.0015921996,-0.11335254,-0.07234539,-0.12527154,0.09785602,-0.17630668,0.02163639,-0.05420386,0.019750055,-0.0031376113,0.06828506,0.036156088,0.17990412,-0.03337382,0.007333419,0.10471578
fA9Ypn3jQw0,-0.28985128,-0.05448495,-0.029610407,0.06946664,-0.06748923,0.14422181,-0.19854224,0.08049679,-0.020044554,0.0043896884,-0.013806917,0.07859743,-0.07445861,-0.0384244,-0.059247755,-0.031077327,-0.035066217,0.0125835445,-0.11082409,-0.07530851
msfPaXGuSbo,0.114481434,-0.02494662,-0.0013661133,-0.004657492,0.14253914,0.065696955,-0.048787415,-0.015237436,-0.066909656,0.031915314,-0.047116928,0.08897711,-0.0671789,-0.13596156,-0.06659285,-0.08814448,0.018325556,0.021191534,-0.31575146,-0.0077373656
13hdKXfku4M,-0.18638182,-0.019814068,0.014687896,-0.058393314,-0.030840315,-0.2624433,0.09130989,0.05026929,-0.038532697,0.12338177,-0.10257055,0.03629443,-0.22854637,0.22860353,-0.13224033,-0.062028714,-0.03275314,0.08535627,-0.01782513,-0.051883128
B2YCf8dTkIM,0.27670938,0.033827636,-0.23159164,0.084017836,0.01500523,0.012805343,0.010768633,-0.07709806,-0.1097836,-0.023573369,-0.073000245,-0.06457091,0.0719583,0.10982779,0.0430919,-0.06821826,-0.0037333304,0.02146376,0.050988298,0.15845253
LTNOYZ44ywM,0.16850306,-0.064786784,-0.04984657,0.18383506,-0.079793155,0.06987156,0.15092643,0.113942534,0.071509734,-0.05728657,-0.26606297,-0.045173228,-0.09814244,-0.13159685,0.05566927,-0.03870263,0.097271085,-0.02988207,0.0008773999,0.07001903
RGSgCyQydgc,0.0600783,-0.005312388,-0.15938972,0.124428384,-0.012892574,-0.15862513,0.048958298,-0.15272729,0.011267452,0.062161006,-0.03469319,0.08266548,0.09144527,0.10493313,0.01392935,-0.10804104,-0.09449832,-0.041353725,-0.063028485,-0.024459656
8uvIPHtKoQQ,0.048102118,-0.27126694,0.07863487,-0.061433226,0.090949915,-0.01963947,-0.00080697984,-0.07890923,-0.1600742,-0.26961926,0.26154214,0.011306673,0.027430732,0.13331053,0.021892773,0.0628995,-0.02648416,-0.07101724,0.12095495,-0.119537406
ZzO9skEYqwY,0.21572343,0.05686236,-0.12136692,0.09080421,-0.1566999,0.19452721,0.08187121,-0.04635976,0.070190124,-0.099231794,-0.09802793,-0.0012222193,-0.17101674,0.040600285,0.060073495,0.047624163,-0.026923608,-0.012254761,0.027930671,0.005223082
AZ4sakIfXUE,0.20366725,-0.02634593,-0.0011036377,0.0654549,0.036013424,-0.18934518,0.240139,-0.07830824,0.122284584,-0.047938947,0.11267795,0.013809109,0.19977531,0.13451199,0.023964526,0.070262305,-0.066179305,-0.03333826,0.018244365,-0.11416824
JcdLF6XQ0iw,0.2494681,0.032234654,-0.25124294,-0.26835278,-0.12904239,-0.16874677,-0.18931985,-0.045425434,-0.19682382,-0.04631605,0.14577542,-0.03216573,-0.06701892,0.15279992,0.03037369,-0.03540621,-0.16521786,0.0021402743,0.09878557,-0.10721997
2Vm27xL57O0,0.17259261,-0.052961692,-0.051876374,0.07291024,0.01531626,0.20429507,0.08003053,0.053861804,-0.051072616,-0.046558775,-0.081283726,-0.11264659,-0.04529817,0.07516885,-0.03582322,-0.11581498,-0.009648779,-0.086269915,-0.12115996,-0.02914215
1j_k5WCFShQ,0.09563608,0.16265826,0.17974977,-0.18946937,-0.09578361,0.00041323155,0.017398853,-0.023821052,0.18144195,-0.10408028,0.24524201,0.090022,0.024687309,-0.008017732,0.035934977,0.113235764,0.048311953,-0.04970813,0.014352983,-0.0028788564
MmiFNe00SP0,0.14211339,-0.045920312,0.015594596,-0.010062814,0.10808417,0.103644975,0.124961466,-0.005143039,-0.068692386,-0.08729635,-0.039192144,0.06965463,0.0103863925,0.0991048,0.064005226,-0.05456297,0.11287881,-0.048544314,-0.095312655,0.102212735
z0UNp33SUTE,-0.001308009,-0.1658455,-0.09891268,-0.09264563,-0.045221675,0.1415353,0.13312054,0.13278054,0.0629123,-0.0061471537,-0.21652585,0.03828767,-0.057999007,0.043079205,0.059006065,0.0613643,0.026026264,-0.047225837,-0.095141634,0.24598415
U7x9pTb9Lwg,-0.013570249,0.12652747,0.35757014,-0.09087038,-0.12387637,-0.11932698,0.08796567,0.07228512,-0.004426824,0.11857324,0.08729823,0.13571985,0.027469631,-0.026060032,0.049038418,0.14542091,-0.05293369,-0.025207568,-0.12521885,-0.05540467
e9yCAIwqhNc,0.17094393,0.097207345,0.0010514491,-0.045279056,-0.065414265,-0.34323654,0.044995688,0.18861188,-0.078489214,-0.0358021,-0.01658528,-0.024143199,0.0018418133,0.20767213,0.012032552,-0.09804312,-0.053257953,0.11253854,-0.0017591268,-0.06374973
FnAx2bLICOo,0.094186634,-0.03691239,-0.14242372,0.19310498,-0.12536082,0.15099177,-0.1115323,-0.19682422,-0.20743,0.10354052,0.07640381,-0.12824368,-0.093538135,-0.044374935,0.12018113,-0.08901401,-0.040644962,-0.02258072,-0.0006510876,-0.047390047
csqXekWeBYo,0.1168228,-0.17148961,0.16185884,0.27242714,-0.060836278,0.009794541,-0.10047616,0.010309771,-0.04537313,-0.0028628334,-0.07650223,-0.07200849,-0.02061778,0.043972444,-0.010028614,0.04238277,0.14289977,0.09575162,-0.066167705,-0.07976867
B3JFSL8AA70,0.17198443,0.06549606,-0.07464743,0.024085477,0.05355142,-0.15209863,0.09121458,0.13799708,0.044616893,-0.046750043,0.06571834,-0.10296159,-0.07458545,0.24018781,-0.15421888,-0.12913863,-0.17988087,0.04864298,0.057870172,-0.19976102
2--Pg-y3xNk,0.04600074,-0.012759905,0.34539962,0.108385965,0.06431926,-0.027361453,-0.14629968,0.03369897,0.06267618,0.0045844913,0.01014103,0.08274545,-0.15472457,-0.037402503,0.09150996,-0.094699286,0.07909764,-0.016803037,0.019424794,0.114926234
bcZzK3m-LLo,0.049648322,-0.056177586,0.17166032,0.054463778,0.08377866,-0.053496033,-0.20165528,-0.06832796,0.12800191,-0.2011776,-0.02506959,0.044673786,0.09909855,0.00036247895,0.05546861,-0.13658021,0.017936844,0.012449769,-0.015640657,0.080298804
3YVzBkKAbAs,0.09889433,-0.09330384,-0.15175705,-0.10234216,0.16816685,-0.0108687505,-0.06989801,-0.072407454,-0.06088505,0.16417155,0.12814794,0.11811721,-0.1587501,-0.07003807,-0.21838632,0.059486285,-0.05607709,-0.040237814,0.16337045,0.039337277
5iVxBDPlbc4,0.23592752,-0.18997374,0.07311826,0.044129457,0.16380343,0.11932327,-0.008261118,-0.11406323,-0.17586745,-0.20549491,0.05319144,0.039469987,0.1278881,0.101305425,-0.019200815,0.07106452,0.049323715,0.039748438,0.11469612,-0.08971988
jw7q_kcQXO8,0.12984505,-0.13522723,-0.0120638935,-0.03239861,-0.17175889,0.23671722,0.006704375,0.077377394,0.048520006,0.030268304,-0.028313335,-0.036600094,-0.15930612,0.024284087,0.00017113797,-0.104928754,0.0749075,-0.035125308,0.040274095,-0.008008532
3mUtNE82ZV4,-0.036845475,-0.10460829,0.059466403,0.19429857,-0.01965204,-0.13776878,0.0286421,-0.24268155,-0.014226553,-0.08997724,0.0074914545,-0.036645383,0.036814716,0.027617637,0.03876233,0.034953147,-0.06371305,0.0327599,-0.045548964,0.024808759
D0N3qaqXymY,0.1161457,-0.047857054,0.064244226,0.27341294,-0.045809183,-0.012086585,0.10065365,0.05754141,0.01041892,-0.023694538,0.07972589,-0.2664705,0.015753042,-0.1016486,-0.039837055,-0.054404296,0.002487922,-0.16362557,0.046869572,0.053342603
1Znl8OUBa_o,-0.17290956,0.070843115,-0.107985474,-0.077803314,0.0628933,-0.2186017,-0.06891835,-0.07639468,0.086806834,-0.074610606,0.036954433,0.017058821,0.051095907,-0.046550117,-0.091760315,0.036483254,0.023636378,0.028605986,-0.09717013,-0.0093631735
SO0HTI8QuQU,0.20426169,0.17687261,-0.033814836,-0.13759665,-0.032884404,-0.12789465,0.18458009,0.069137074,0.27471521,-0.026669204,0.14248657,-0.059558116,-0.09403919,0.074198134,-0.012776267,-0.016887998,-0.027536329,0.12910868,-0.020103674,-0.07988672
0IC3II1i5yM,0.06469164,0.048365884,0.26868188,0.15770209,0.025207829,-0.002281703,-0.024119966,0.059858,0.18631151,-0.09332139,0.051576793,0.0122279655,-0.08880639,0.006376359,-0.043469965,-0.24532714,-0.05013422,0.06195924,0.022660034,0.19017136
GjDK_6NtYGQ,0.30513114,0.10746443,-0.18917724,-0.13203439,-0.03679463,-0.022217542,0.011254091,-0.118713826,0.18947345,0.024015374,0.067210555,0.031368434,0.049437594,0.036293432,0.28559372,-0.033031106,-0.058040004,0.019130263,-0.052841138,-0.11671338
gy_aLyB41wQ,0.252613,-0.014891522,-0.17829968,-0.032321543,-0.10193332,0.06270617,0.18043391,0.17462198,0.21596554,-0.087382905,-0.0132665485,-0.09183969,0.009563837,-0.0059788246,0.14259997,0.10092408,0.13999952,-0.03611901,-0.040895436,0.12550278
74LFfWHc0oo,-0.039021,-0.26243976,0.059043434,-0.14366342,0.09409435,-0.030685037,-0.21835755,-0.17008102,-0.032008752,-0.27709407,0.08137877,0.013370106,0.047104936,0.15747,0.009694938,0.13073815,-0.03716857,-0.06546215,0.08192897,-0.11998558
AEAHRq62p3Q,-0.00063447654,-0.10215917,0.09173779,0.29822636,-0.08844652,0.0037854612,-0.06389237,0.06269766,0.028429503,-0.055065576,0.048802763,-0.25525418,-0.011309762,-0.12222866,0.017966101,-0.09566201,-0.008097599,-0.035608325,0.054405686,0.067582235
25Uouf_9DUk,-0.10812399,-0.12356373,0.05984281,0.35905847,-0.17788449,-0.10466248,-0.028251186,-0.078388005,0.051472194,0.009367868,0.08157402,-0.18919389,0.07826936,-0.08164216,-0.03144549,-0.21985395,-0.024220366,-0.121159926,0.044638287,0.054190457
MXFhiN0tM3s,0.16515166,-0.1522261,0.062651776,0.24949673,0.042654973,0.081494465,-0.08959128,0.16404602,0.03332772,-0.04693313,0.045426942,-0.03525625,0.17398849,0.16841277,-0.19191608,-0.057026878,-0.06917546,0.032911625,-0.059123967,0.114115685
W-KEuvd3S-Q,0.08949673,-0.078727566,-0.14341864,-0.018993527,0.10973364,0.04980141,0.048496626,0.14254318,0.1635276,0.012432598,-0.16586417,0.21041659,-0.0010930002,0.061008073,-0.08027702,0.010530001,-0.09016427,0.022294626,-0.14063632,0.08457823
NWeCToDgdxU,0.058128893,-0.32524478,0.105312794,-0.18007356,0.12057956,-0.010329135,-0.13753293,-0.09074038,-0.19591266,-0.1969362,0.11184451,-0.07587667,0.0682167,0.16505146,0.11427593,0.07589872,-0.07880629,-0.0190713,0.037488054,-0.12745349
2ckenWENyUg,0.15812321,-0.20346737,0.033477273,-0.066677645,0.21689859,0.038411953,-0.10917728,-0.122296676,-0.1404406,-0.15479726,0.18751125,-0.058496356,0.114548236,0.10895109,0.09905471,-0.022661531,-0.0005376702,0.046298783,0.059736513,-0.016996242
r1x0X5PCYak,0.157755,0.027685598,-0.013934854,-0.23820454,0.013949668,-0.14611968,0.21960297,-0.05526987,0.004778145,0.14478403,0.093586266,-0.071060516,0.06675817,0.12263091,-0.114388466,-0.19814879,-0.079106666,0.14840418,-0.041607298,-0.14599754
t9GNMVfEiG4,0.0419531,0.18373613,-0.12416308,-0.031377457,0.12601177,-0.35894975,-0.286686,0.11249055,-0.079675205,0.0465269,-0.031594012,-0.044759914,0.07946274,0.096936636,0.15042402,0.10241243,0.014434186,-0.10512219,-0.0048567755,-0.08839005
4IsdxwBMX1g,-0.12348506,-0.13367003,-0.015767055,0.056417394,-0.13504821,0.21592675,-0.069286466,0.14063519,-0.0123322215,0.13219836,-0.033744596,0.1139532,0.22864683,0.06579327,-0.0847043,-0.15102996,-0.034208767,0.066768914,0.107721016,0.039828584
pMpQABKlC-I,0.09546128,-0.02452739,0.08105308,0.17559546,0.05528265,0.05973746,-0.14366406,-0.062449615,0.1862888,0.1149058,-0.1760369,0.12331389,0.03496104,0.04885528,0.035255633,0.100806065,-0.19881387,0.19736195,0.078392304,0.13170584
JFydHaV0klA,-0.0012387782,0.19517735,0.008062372,-0.097838745,-0.022836007,-0.013476469,0.030080842,0.06242482,0.11908067,-0.032826558,0.15967979,0.24168368,-0.043831445,-0.09455126,-0.07237561,0.14664851,-0.21389356,-0.07869581,-0.18263589,-0.12815355
ox7RsX1Ee34,-0.42672682,0.25119922,-0.048681892,0.17120609,0.0013820971,0.07509682,0.14207542,-0.054408494,0.07904957,-0.18069127,0.17208502,-0.06660299,-0.0035841279,-0.17448567,-0.022649629,0.10503425,-0.06498629,-0.06552164,-0.13239588,0.056251902
DcCh33lJLMw,-0.12351647,0.20366578,0.093947224,-0.15462293,0.0060878526,-0.016584478,-0.03889203,-0.124430925,-0.16341537,0.22422567,-0.09436346,0.11618945,-0.022416407,0.085929595,0.1672166,0.048680447,0.069055885,0.07261491,0.0038780933,-0.09560683
VAUHZYf_aKY,-0.1524032,0.20506456,-0.03386578,0.0053870752,0.2518484,-0.25177363,0.08925439,-0.054292757,-0.032182973,0.00897257,-0.20667095,-0.11217941,-0.24090648,0.046863783,-0.090099536,0.04780644,-0.052730206,-0.01663971,-0.007901133,-0.0037327716
cMD63TwzB1o,-0.35748035,-0.069753915,-0.11751881,-0.0109307915,-0.11943036,0.008263864,-0.008436922,0.095051005,0.047058538,0.14317587,-0.05494807,0.04806739,0.17760026,-0.023751497,-0.04996242,-0.06716449,0.10466505,0.013150796,0.039958782,-0.10936053
0ycLaWymtKk,0.15077168,0.15812357,-0.17491348,-0.059756503,0.057503283,-0.29704723,0.2025467,0.13240041,-0.038735658,0.07567494,0.07463162,-0.0845317,-0.058859516,0.15621944,-0.059473753,-0.051830254,-0.13891062,0.0772453,-0.11155827,0.13829096
fFSmOE0Uxms,0.18948242,0.14529829,-0.2148687,0.038923986,-0.03377586,-0.10689354,-0.0039368384,0.071859375,-0.016657963,-0.021676198,-0.17136402,0.0018369295,-0.17793068,0.074376315,0.04244689,-0.023815865,-0.055491783,0.088850774,0.08181763,-0.05457479
3ToRIUoXmIw,-0.113003194,0.20459306,-0.1499173,0.17411444,-0.008017026,0.16946408,-0.005014185,0.006620012,-0.009187307,-0.107067645,-0.07742767,0.051186845,-0.096609384,0.017075513,0.022366693,0.06278593,-0.18730322,0.0016447119,-0.066058874,-0.076924965
sXP6vliZIHI,-0.41280824,0.081902824,-0.2151237,0.15170196,-0.019302648,-0.104738,-0.027754083,-0.08579846,-0.108212024,-0.05436814,-0.014397796,0.08876787,-0.025606733,0.08431748,-0.033300456,0.09404967,0.081149116,0.17160453,-0.042739365,0.13756938
V_jU_ssWvc4,0.097961605,-0.04310953,0.25153518,0.16626245,0.049992535,0.04506845,-0.016951144,0.067932464,0.056604743,-0.040468052,-0.11470785,-0.05985616,0.017390389,0.07250805,0.11787969,-0.14009374,0.11924456,-0.0941858,-0.05573463,0.13773847
zeO4C8e4pjw,-0.074065775,-0.048871398,0.27706298,-0.021197863,-0.1580643,0.043797076,-0.08203797,-0.010517139,-0.019608863,0.089840285,0.10093428,0.0010381192,-0.008217536,-0.03156438,-0.015416773,-0.12883395,0.14702825,0.10024074,-0.09675192,-0.04689337
H00djJq68VE,0.20720515,0.27073383,-0.17748807,-0.025041401,-0.05810204,-0.29040208,-0.033250414,0.21741351,-0.03898981,-0.10980797,-0.1139079,-0.0721205,0.048929628,0.04263231,-0.197748,-0.062103093,-0.02420944,-0.023824118,0.0766945,0.028842576
qOvMazijKMA,0.26768896,0.1784139,-0.2266301,-0.0134646,-0.0456613,0.009806,-0.10164593,0.13451509,-0.09655707,-0.009226181,-0.015538193,0.01622243,-0.12796792,0.02145757,-0.085375845,0.0054676924,-0.15943184,0.04973418,0.016349154,-0.15684658
BIQK4-9YFW0,-0.28009644,-0.077800475,-0.08836206,0.12552609,-0.011726422,0.14365947,-0.20309098,-0.012221888,-0.118550465,0.089012794,0.053931393,-0.047700193,0.09711477,0.05579838,0.061773747,-0.1228692,0.0718701,-0.06925212,-0.10388221,-0.15734453
B5gu6o6CIDA,0.29511184,0.19627255,-0.13598584,-0.06619854,-0.07726811,-0.04494074,-0.116244435,0.11829899,-0.16628237,0.0044914037,-0.06224462,-0.10988016,-0.07437152,0.15451466,0.08690957,-0.06372648,-0.17841934,0.06403659,0.057234064,-0.061702594
jTW5_KvkGoE,-0.15712541,0.09736851,-0.0519329,0.177283,-0.21493906,-0.043445677,0.26553282,-0.12219161,-0.016396515,-0.22902009,0.07768634,0.074264,0.07454027,0.020616103,0.099463515,0.11585518,-0.024977464,-0.14173082,-0.016143937,0.008812331
wqEknnPadMA,0.046860434,0.1793619,0.10223274,-0.17119,0.23464733,-0.07340634,0.12914379,0.079116315,-0.10565375,0.20594439,0.041653804,-0.021386603,-0.11169426,-0.09078956,-0.09296345,-0.029274745,0.018392991,-0.1274685,0.08165609,-0.027975094
HHOyg1oDeis,-0.078889996,0.002681937,0.028320072,-0.19845974,-0.09542149,-0.112252414,-0.042473547,0.06497955,0.16227779,0.24248347,0.15658022,-0.021943063,-0.13298887,0.16927262,-0.21154213,-0.03035538,-0.122686334,0.030232577,0.05608146,-0.051145483
v2OTO6UEVAo,0.076479614,-0.12752008,-0.010614977,0.17609249,0.09121244,0.16876613,-0.04617936,0.05445328,-0.088922165,-0.08082066,-0.006305542,0.011612363,-0.029906273,-0.12045781,-0.15875852,-0.114270635,0.032401472,0.087925576,-0.21790455,-0.045648694
b2EOxGUuBWA,-0.19436568,-0.23753431,0.046196777,-0.29772255,-0.033183403,0.071665406,0.11745944,0.14569333,-0.1569957,-0.08832106,-0.035936397,0.011319185,0.013646159,-0.017144764,0.14271873,-0.009594364,0.12923129,0.022139475,0.042663384,-0.0017311804
cQtYcpRGGIY,0.20357883,0.24648497,-0.120202154,-0.0093977,0.042451452,-0.23155287,-0.04547017,0.18827738,-0.12324254,0.08518007,0.17581297,-0.11635949,0.16465077,0.054585155,0.013567025,-0.019072635,-0.027644854,-0.03393302,-0.038858034,-0.0011970713
VllA1V5M38E,0.14227949,-0.06399449,0.046970297,0.20067284,0.020815866,0.007963985,0.011088371,0.22596546,0.18211702,-0.10811987,0.06305085,-0.051703207,0.036332402,0.08043765,-0.15923071,-0.011582168,-0.024112962,-0.048551273,0.03592318,0.117344335
