video_id,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20
ogYum4kWXgk,0.17140119,0.03235347,-0.0871577,-0.07744911,0.13333759,-0.16630453,0.12852535,-0.012167715,0.029984439,0.18931219,0.10493131,0.09438257,-0.13094512,0.05506771,-0.18419388,0.17179222,-0.0059390115,0.0057072155,0.03604499,0.07700866
sbcbvuitiTc,0.10785027,-0.10663026,0.09693076,0.1657009,0.027270144,-0.09655745,-0.10420151,-0.12736946,0.00041954592,-0.018361442,-0.039881922,0.08355624,-0.016239993,-0.041948628,-0.033611946,-0.2116162,0.047459636,0.012191722,-0.012131796,-0.11311343
zNqCVTs38nU,0.10245628,-0.06960052,-0.14305049,0.17650244,-0.064817026,0.018031426,-0.024952598,-0.2316974,-0.010012781,0.044822596,-0.10384479,-0.027463185,-0.03878902,-0.15987918,-0.11430101,-0.14228702,0.08629695,0.022467405,0.14639032,0.13147955
DM-ni_LSOFE,0.10625183,0.043395035,0.088753566,-0.06813352,0.07412345,0.26794028,-0.0071990937,0.048069503,0.09095737,0.035760142,0.07300915,0.14975002,0.068949044,0.14314283,-0.13077958,0.104278564,-0.062131453,0.012596292,-0.047662586,0.06807179
0PpNlNJ6Nng,0.2750444,0.053425305,-0.043329187,-0.014038593,-0.0021277,0.1188916,-0.071658224,-0.09413831,-0.07455862,-0.028291263,-0.06209443,-0.0819628,-0.033916607,0.1637544,0.09272096,-0.13740961,-0.033353332,-0.12005685,-0.10254772,-0.021628778
c-3JxzN2u34,0.0036392063,-0.057876427,0.06822247,0.02872897,0.09522883,0.008446068,0.03182634,0.04995065,0.06353309,-0.03459329,-0.19414781,0.14565812,0.09209123,0.015167637,-0.06500484,-0.111105,-0.061303046,0.08503611,0.0028050551,-0.041157868
069D0NmW39o,-0.13179362,-0.16950104,0.2612529,0.070152625,-0.23474348,-0.13010885,-0.00861774,-0.2276961,-0.06630633,0.047377996,0.159873,0.022466755,0.078418225,0.029574987,0.060198694,-0.02870719,0.09874748,-0.0052364124,-0.1278589,-0.013058749
9t9u_yPEidY,-0.4463752,0.13586104,0.022132628,-0.052032337,-0.03747316,0.11565347,0.053600393,0.1620477,-0.027633298,-0.08987558,0.025802352,0.03370317,0.15248877,-0.15263528,0.10777323,-0.14333405,0.015408686,-0.07618628,0.0398908,0.018526597
KODzih-pYlU,0.039096802,0.19225366,0.011822323,-0.28575495,-0.078226544,-0.22261238,-0.0249765,-0.06439187,-0.10452829,0.07208783,-0.16255774,-0.06459257,-0.16669932,0.101728275,0.11821383,-0.14105824,0.02320528,-0.023167863,-0.01999893,0.004654759
8NHA23f7LvU,-0.08778885,-0.18788245,0.19571528,-0.09683554,0.052889828,-0.088533,-0.26480377,-0.09013446,0.0035229493,0.01257804,-0.075778276,-0.0044423714,-0.06446193,0.04032697,0.02530522,0.071508326,0.036739916,0.06979523,0.04702642,0.106876805
w0XYVssCKjw,-0.009756818,-0.15878119,0.04356547,-0.0001495853,0.03357622,-0.17740065,-0.0752764,-0.03695176,0.065615244,0.09356389,-0.11527851,0.031704478,-0.11768705,-0.1326793,0.22588225,-0.051557064,0.00065355934,-0.035690326,0.00023824442,-0.016698783
9XSULcLI6Hg,0.041191727,-0.10115748,0.34207496,0.122514986,0.029114868,-0.03188309,-0.07843524,0.22473991,0.04377003,0.07788985,-0.10317283,0.06315486,0.051426362,0.18809557,-0.020284781,-0.08628644,0.020544205,-0.04188951,-0.04477803,0.14955959
pjuPpVLXDQg,0.106400445,-0.062876426,-0.14175294,0.105284676,0.012770227,0.13473035,0.13117126,0.03148797,0.09909793,0.10482525,-0.10325501,0.040111206,-0.18684813,-0.13476615,0.07566133,-0.05135861,0.07522191,0.0975337,0.1564541,0.0068068528
9xSx-5tmq44,-0.11283243,-0.1633029,-0.007000746,-0.19628218,0.094252296,-0.14243703,-0.0901469,0.104235455,0.11228847,-0.07358216,-0.00799283,-0.05850696,0.009784311,-0.10885275,0.062391743,0.010793686,-0.098025,0.006186938,0.0301608,-0.024509734
oTObwUiXdYY,0.15902297,-0.15796186,-0.052119195,0.16220966,0.103354774,0.12847206,0.15350041,0.17783256,-0.18988836,-0.039684515,-0.09156898,-0.09289809,0.07186021,0.1341945,0.019286724,0.016839819,0.034195434,-0.028269995,-0.10267109,-0.007286422
1cgK-BIrXes,0.08273049,-0.02446305,0.0017600252,0.06989513,-0.012119299,-0.070923105,0.15297602,-0.07781725,-0.038571127,0.0778855,-0.0005360916,-0.11815766,0.23527126,0.19254914,-0.13944021,0.115119085,-0.08128991,0.09901292,0.11774906,0.021257708
ujyTQNNjjDU,-0.31993407,-0.05358296,-0.14183076,0.03969496,-0.10669557,0.13585077,-0.03706763,-0.018864516,0.057698846,0.0792341,-0.012754228,0.06916107,0.13569711,-0.056648042,-0.05973699,-0.030723898,-0.032627147,0.028698042,0.023991492,-0.02009221
PABlVzeldaM,0.15872383,-0.18266939,-0.10400414,0.006789714,-0.025161214,0.12902568,0.09520091,0.049937796,-0.17686887,-0.117397904,-0.13715057,0.029797645,0.045382712,-0.041251153,0.010113191,0.013208691,0.06280431,0.053496983,-0.08846906,0.13478914
6340tX9M_eM,-0.16037902,-0.34541726,-0.13061735,-0.27807295,-0.017651776,-0.030173853,-0.00095913187,0.1037587,0.013386471,-0.14352877,0.09476577,-0.16433784,0.02766734,0.010239861,-0.03691673,0.018296909,0.004008866,-0.08348079,-0.009709544,0.014061373
8mhTWqWlQzU,0.19477853,0.2741585,0.09734364,-0.34704062,-0.2361652,0.16873685,-0.053289175,0.03552746,0.24165438,-0.022380047,-0.061951876,-0.24169914,0.09682588,0.052382205,-0.089119375,-0.00018423237,0.15699436,0.04561617,-0.062991574,-0.0662593
